"","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"67",10.2651662826538,8.20633316040039,29.2373275756836,749.881530761719,25.5839996337891,-2.48399996757507,28.0679988861084,17.9419994354248,1.05933332443237,19.533332824707,1.05933332443237,577,71,30,28.0353221893311,202,101,198,101
"68",10.2651662826538,8.20633316040039,29.2373275756836,749.881530761719,25.5839996337891,-2.48399996757507,28.0679988861084,17.9419994354248,1.05933332443237,19.533332824707,1.05933332443237,577,71,30,28.0353221893311,202,101,198,101
"69",10.2651662826538,8.20633316040039,29.2373275756836,749.881530761719,25.5839996337891,-2.48399996757507,28.0679988861084,17.9419994354248,1.05933332443237,19.533332824707,1.05933332443237,577,71,30,28.0353221893311,202,101,198,101
"70",10.2651662826538,8.20633316040039,29.2373275756836,749.881530761719,25.5839996337891,-2.48399996757507,28.0679988861084,17.9419994354248,1.05933332443237,19.533332824707,1.05933332443237,577,71,30,28.0353221893311,202,101,198,101
"71",9.92300033569336,9.29199981689453,31.6916790008545,752.671569824219,25.5639991760254,-3.75600004196167,29.3199996948242,17.4733333587646,0.678666710853577,19.1579990386963,0.678666710853577,640,83,27,33.8036270141602,228,94,224,94
"72",14.7396669387817,8.70333290100098,27.8061771392822,845.38134765625,31.3199996948242,0.0200000014156103,31.2999992370605,24.8633327484131,7.02733325958252,25.2413330078125,4.63600015640259,1635,234,60,42.8800430297852,609,216,575,216
"73",14.7396669387817,8.70333290100098,27.8061771392822,845.38134765625,31.3199996948242,0.0200000014156103,31.2999992370605,24.8633327484131,7.02733325958252,25.2413330078125,4.63600015640259,1635,234,60,42.8800430297852,609,216,575,216
"74",8.63399982452393,11.0006666183472,29.7894992828369,949.406555175781,27.5440006256104,-9.38399982452393,36.9280014038086,20.0946674346924,-2.42266654968262,20.0946674346924,-3.32333326339722,920,97,52,19.4519672393799,272,168,272,170
"75",9.63216686248779,8.5290002822876,32.0639114379883,681.411804199219,24.4519996643066,-2.14800000190735,26.6000003814697,18.1046676635742,2.68133330345154,18.1046676635742,1.36466670036316,1095,127,67,21.0356254577637,359,213,359,228
"76",9.63216686248779,8.5290002822876,32.0639114379883,681.411804199219,24.4519996643066,-2.14800000190735,26.6000003814697,18.1046676635742,2.68133330345154,18.1046676635742,1.36466670036316,1095,127,67,21.0356254577637,359,213,359,228
"77",9.63216686248779,8.5290002822876,32.0639114379883,681.411804199219,24.4519996643066,-2.14800000190735,26.6000003814697,18.1046676635742,2.68133330345154,18.1046676635742,1.36466670036316,1095,127,67,21.0356254577637,359,213,359,228
"78",9.35200023651123,9.73799991607666,32.8055534362793,752.566284179688,24.9839992523193,-4.69999980926514,29.6839981079102,18.470666885376,-0.0799999237060547,18.470666885376,-0.0799999237060547,731,96,30,36.5479278564453,272,103,272,103
